Model,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Województwo,Rodzaj ogłoszenia,Producent,Czy cena do negocjacji,Roczny przebieg,Wiek
GL Klasa,Diesel,SUV,188000,Biały,2200.0,Automatyczna,Włochy,136.0,Na przednie koła,po lewej,75000.0,Wielkopolskie,Prywatne,Mercedes-Benz,True,20106.951871657948,9
Impreza,Benzyna,Sedan,160000,Srebrny,1998.0,Manualna,Polska,300.0,4x4 (stały),Brak danych,69999.0,Warmińsko-mazurskie,Prywatne,Subaru,True,7494.145199063264,21
A6,Diesel,Kombi,255000,Szary,1956.0,Manualna,Holandia,170.0,Na przednie koła,po lewej,29500.0,Świętokrzyskie,Prywatne,Audi,True,14697.406340057714,17
Pozostałe KIA,Diesel,SUV,217000,Biały,1700.0,Manualna,Belgia,115.0,Na przednie koła,po lewej,42000.0,Mazowieckie,Prywatne,Kia,True,19118.942731277686,11
X1,Benzyna,SUV,62000,Zielony,1499.0,Automatyczna,Polska,136.0,Na przednie koła,Brak danych,169900.0,Małopolskie,Prywatne,BMW,False,18507.462686567666,3
500,LPG,Hatchback,204070,Czerwony,1368.0,Automatyczna,Stany Zjednoczone,102.0,Na przednie koła,po prawej,30000.0,Lubuskie,Prywatne,Fiat,True,14220.905923345037,14
Seria 4,Diesel,Coupe,229000,Szary,2000.0,Automatyczna,Niemcy,184.0,Na tylne koła,po lewej,79900.0,Dolnośląskie,Prywatne,BMW,True,18542.510121457628,12
A3,Diesel,Hatchback,208000,Biały,2000.0,Automatyczna,Brak danych,184.0,4x4 (stały),Brak danych,56900.0,Podlaskie,Prywatne,Audi,False,20096.6183574881,10
Cooper,Benzyna,Sedan,169000,Czarny,1598.0,Manualna,Niemcy,120.0,Na przednie koła,po prawej,10000.0,Pomorskie,Prywatne,Mini,True,10336.391437308926,16
80,Benzyna,Kabriolet,201000,Niebieski,2600.0,Manualna,Austria,150.0,Brak danych,po lewej,39000.0,Wielkopolskie,Prywatne,Audi,False,7349.17733089582,27
i40,Diesel,Sedan,151000,Inny kolor,1700.0,Manualna,Polska,136.0,Na przednie koła,po lewej,34200.0,Zachodniopomorskie,Prywatne,Hyundai,False,14589.371980676457,10
Civic,Benzyna,Hatchback,270538,Czerwony,1800.0,Manualna,Brak danych,140.0,Na przednie koła,po lewej,8990.0,Mazowieckie,Firmowe,Honda,True,15592.968299711898,17
Colt,Benzyna,Hatchback,183000,Srebrny,1300.0,Manualna,Niemcy,90.0,Brak danych,Brak danych,7999.0,Pomorskie,Prywatne,Mitsubishi,False,8992.628992629032,20
Q3,Benzyna,SUV,68000,Szary,2000.0,Automatyczna,Stany Zjednoczone,245.0,4x4 (stały),po lewej,107000.0,Małopolskie,Firmowe,Audi,False,12710.280373831993,5
A6,Diesel,Kombi,300000,Czerwony,2700.0,Manualna,Niemcy,180.0,Na przednie koła,po lewej,16500.0,Wielkopolskie,Prywatne,Audi,True,16348.773841961935,18
Mokka,Diesel,Minivan,136000,Szary,1700.0,Manualna,Brak danych,130.0,Na przednie koła,Brak danych,36500.0,Wielkopolskie,Prywatne,Opel,True,11982.378854625647,11
DS4,Diesel,Hatchback,254000,Czarny,1600.0,Manualna,Brak danych,110.0,Brak danych,po lewej,24900.0,Dolnośląskie,Prywatne,Citroen,False,19026.21722846455,13
Panda,Benzyna,Hatchback,199001,Srebrny,1100.0,Manualna,Polska,54.0,Na przednie koła,po lewej,6700.0,Śląskie,Prywatne,Fiat,False,10284.289405684804,19
Golf,Diesel,Hatchback,327000,Czarny,2000.0,Manualna,Brak danych,140.0,Na przednie koła,Brak danych,10500.0,Mazowieckie,Prywatne,Volkswagen,True,14630.872483221536,22
A Klasa,Benzyna,Hatchback,158000,Szary,1500.0,Automatyczna,Polska,95.0,Na przednie koła,po lewej,14500.0,Podlaskie,Prywatne,Mercedes-Benz,False,8610.354223433285,18
ProAce,Diesel,Minibus,213000,Srebrny,1997.0,Manualna,Brak danych,122.0,Na przednie koła,po lewej,57650.0,Małopolskie,Prywatne,Toyota,False,25508.98203592842,8
Kangoo,Benzyna,Minibus,195000,Inny kolor,1600.0,Manualna,Brak danych,95.0,4x4 (dołączany automatycznie),po lewej,16500.0,Małopolskie,Prywatne,Renault,True,9582.309582309625,20
Espace,Benzyna,Minivan,198000,Czarny,1798.0,Automatyczna,Polska,225.0,Na przednie koła,po lewej,83000.0,Warmińsko-mazurskie,Prywatne,Renault,True,26938.775510204414,7
ML Klasa,Diesel,SUV,190000,Biały,3000.0,Automatyczna,Stany Zjednoczone,265.0,4x4 (dołączany automatycznie),po lewej,93500.0,Łódzkie,Prywatne,Mercedes-Benz,True,14232.209737827812,13
Caddy,Diesel,Minibus,272300,Inny kolor,1900.0,Manualna,Niemcy,163.0,Na przednie koła,po lewej,16800.0,Warmińsko-mazurskie,Prywatne,Volkswagen,True,14839.237057220782,18
6,Diesel,Kombi,217000,Niebieski,2200.0,Manualna,Brak danych,150.0,Na przednie koła,po lewej,49900.0,Dolnośląskie,Prywatne,Mazda,False,20966.18357487941,10
Seria 5,Diesel,Sedan,329600,Srebrny,2993.0,Automatyczna,Niemcy,218.0,Na tylne koła,po lewej,28900.0,Świętokrzyskie,Prywatne,BMW,True,14747.203579418405,22
S60,Benzyna,Sedan,30000,Biały,2000.0,Automatyczna,Brak danych,310.0,4x4 (stały),Brak danych,98000.0,Kujawsko-pomorskie,Prywatne,Volvo,True,5607.476635514114,5
Passat,Diesel,Kombi,305000,Niebieski,2000.0,Manualna,Brak danych,140.0,Brak danych,Brak danych,8900.0,Wielkopolskie,Prywatne,Volkswagen,True,17579.250720461187,17
CLS Klasa,Diesel,Sedan,344500,Czarny,2998.0,Automatyczna,Polska,224.0,Na tylne koła,po lewej,33900.0,Kujawsko-pomorskie,Prywatne,Mercedes-Benz,False,16928.746928747005,20
Q7,Diesel,SUV,296000,Szary,3000.0,Automatyczna,Niemcy,233.0,4x4 (stały),Brak danych,35000.0,Podkarpackie,Prywatne,Audi,True,15297.15762273909,19
Mondeo,Benzyna,Kombi,220000,Srebrny,1500.0,Manualna,Polska,165.0,Na przednie koła,po lewej,43500.0,Łódzkie,Prywatne,Ford,False,26347.305389221845,8
Fiesta,Benzyna,Hatchback,172000,Czarny,1250.0,Manualna,Niemcy,82.0,Na przednie koła,po lewej,25999.0,Kujawsko-pomorskie,Prywatne,Ford,False,15154.185022026553,11
Kuga,Diesel,SUV,199600,Niebieski,1997.0,Manualna,Niemcy,136.0,4x4 (dołączany automatycznie),po lewej,29990.0,Pomorskie,Prywatne,Ford,False,11504.322766570665,17
A4,Diesel,Kombi,325195,Czarny,1968.0,Automatyczna,Niemcy,140.0,Na przednie koła,po lewej,14300.0,Kujawsko-pomorskie,Prywatne,Audi,True,17721.798365122704,18
Tiguan,Diesel,SUV,293211,Niebieski,2000.0,Manualna,Belgia,170.0,4x4 (stały),Brak danych,25300.0,Warmińsko-mazurskie,Prywatne,Volkswagen,False,17933.394495412944,16
E Klasa,Diesel,Sedan,182096,Biały,2143.0,Automatyczna,Wielka Brytania,204.0,Brak danych,po prawej,19900.0,Lubelskie,Prywatne,Mercedes-Benz,True,13640.149812734175,13
Meriva,Benzyna,Minivan,188000,Niebieski,1600.0,Automatyczna,Brak danych,101.0,Na przednie koła,Brak danych,4900.0,Lubuskie,Prywatne,Opel,True,8805.620608899335,21
Astra,Benzyna,Kabriolet,220107,Srebrny,1600.0,Manualna,Brak danych,104.0,Na przednie koła,po lewej,4490.0,Mazowieckie,Firmowe,Opel,True,9848.187919463127,22
Lancer,Benzyna,Hatchback,141287,Czarny,1798.0,Manualna,Niemcy,143.0,Na przednie koła,po lewej,27900.0,Łódzkie,Firmowe,Mitsubishi,True,8641.406727828795,16
X6,Diesel,SUV,315000,Biały,2999.0,Automatyczna,Polska,306.0,4x4 (dołączany automatycznie),po lewej,53000.0,Lubuskie,Prywatne,BMW,False,20521.172638436605,15
Cayenne,Diesel,SUV,230000,Brązowy – Beżowy,3000.0,Automatyczna,Polska,245.0,4x4 (dołączany automatycznie),po lewej,79000.0,Dolnośląskie,Prywatne,Porsche,True,16027.874564460031,14
SX4 S-Cross,Benzyna,SUV,121187,Biały,998.0,Manualna,Polska,111.0,Brak danych,po lewej,48900.0,Dolnośląskie,Prywatne,Suzuki,True,14513.413173652852,8
Verso,Diesel,Minivan,300000,Szary,1998.0,Manualna,Inny,126.0,Na przednie koła,po lewej,20000.0,Mazowieckie,Prywatne,Toyota,True,18348.623853211113,16
MX-5,Benzyna,Kabriolet,85000,Czerwony,2000.0,Automatyczna,Brak danych,184.0,Na tylne koła,po lewej,68500.0,Podlaskie,Prywatne,Mazda,False,9090.90909090918,9
Trafic,Diesel,Minivan,157000,Czarny,2000.0,Manualna,Niemcy,142.0,Na przednie koła,Brak danych,89900.0,Śląskie,Prywatne,Renault,False,13832.599118942842,11
Q5,Diesel,SUV,145000,Czarny,2000.0,Automatyczna,Brak danych,190.0,4x4 (dołączany automatycznie),po lewej,115000.0,Małopolskie,Prywatne,Audi,False,19727.89115646283,7
Panda,Benzyna,Hatchback,120000,Srebrny,1200.0,Manualna,Polska,60.0,Na przednie koła,po lewej,14900.0,Podkarpackie,Prywatne,Fiat,True,7817.589576547278,15
Seria 3,Diesel,Coupe,280000,Niebieski,3000.0,Manualna,Brak danych,310.0,Brak danych,po prawej,45000.0,Lubelskie,Prywatne,BMW,False,18241.042345276983,15
500,Benzyna,Hatchback,139000,Czarny,1248.0,Manualna,Brak danych,69.0,Na przednie koła,po lewej,29990.0,Śląskie,Prywatne,Fiat,False,14866.310160427953,9
V60,Diesel,Kombi,311000,Czarny,1560.0,Manualna,Brak danych,115.0,Brak danych,Brak danych,19500.0,Pomorskie,Prywatne,Volvo,True,21672.473867595956,14
Sharan,Diesel,Minivan,350000,Niebieski,1998.0,Manualna,Austria,140.0,Na przednie koła,Brak danych,10900.0,Podkarpackie,Prywatne,Volkswagen,False,18087.85529715771,19
Sharan,Diesel,Minivan,198000,Niebieski,1968.0,Manualna,Brak danych,140.0,Na przednie koła,Brak danych,36900.0,Podkarpackie,Prywatne,Volkswagen,True,12899.022801303008,15
Corolla Verso,Benzyna,Hatchback,230000,Srebrny,1800.0,Manualna,Polska,130.0,Na przednie koła,po lewej,14900.0,Mazowieckie,Prywatne,Toyota,True,11886.30490956078,19
Mokka,LPG,SUV,149000,Brązowy – Beżowy,1600.0,Manualna,Niemcy,116.0,Na przednie koła,po lewej,41900.0,Pomorskie,Prywatne,Opel,False,13127.753303964862,11
Focus,Benzyna,Kabriolet,169000,Żółty – Złoty,2000.0,Manualna,Niemcy,145.0,Na przednie koła,Brak danych,19990.0,Mazowieckie,Prywatne,Ford,False,9740.634005763739,17
Mondeo,Diesel,Kombi,239000,Brązowy – Beżowy,2000.0,Automatyczna,Brak danych,180.0,Na przednie koła,po lewej,10000.0,Łódzkie,Prywatne,Ford,False,32517.00680272149,7
Fusion,Benzyna,Hatchback,130000,Inny kolor,2000.0,Automatyczna,Brak danych,240.0,4x4 (dołączany automatycznie),Brak danych,60000.0,Podkarpackie,Prywatne,Ford,True,15568.862275449272,8
Focus,Benzyna,Kombi,222000,Biały,1596.0,Manualna,Niemcy,100.0,Na przednie koła,po lewej,14700.0,Śląskie,Firmowe,Ford,True,13577.981651376222,16
Ibiza,LPG,Hatchback,237996,Zielony,1400.0,Manualna,Brak danych,75.0,Na przednie koła,Brak danych,5990.0,Śląskie,Firmowe,Seat,True,11695.135135135188,20
206,Benzyna,Hatchback,154000,Srebrny,1400.0,Manualna,Niemcy,75.0,Na przednie koła,po lewej,5900.0,Śląskie,Prywatne,Peugeot,True,7213.114754098391,21
Passat,Diesel,Sedan,272000,Srebrny,1896.0,Manualna,Niemcy,130.0,Na przednie koła,po lewej,11000.0,Dolnośląskie,Prywatne,Volkswagen,True,11648.822269807326,23
S-Max,Diesel,Minivan,213000,Szary,1997.0,Manualna,Niemcy,140.0,Na przednie koła,Brak danych,16900.0,Warmińsko-mazurskie,Firmowe,Ford,False,12276.657060518797,17
Avensis,Benzyna,Kombi,206581,Srebrny,1794.0,Manualna,Niemcy,129.0,Na przednie koła,po lewej,10000.0,Pomorskie,Prywatne,Toyota,True,10676.020671834676,19
Venga,Benzyna,Hatchback,109000,Brązowy – Beżowy,1400.0,Manualna,Brak danych,90.0,Brak danych,Brak danych,25800.0,Lubelskie,Prywatne,Kia,True,8164.794007490692,13
Auris,Benzyna,Kombi,92000,Inny kolor,1200.0,Manualna,Niemcy,116.0,Na przednie koła,Brak danych,42900.0,Pomorskie,Prywatne,Toyota,False,9839.572192513464,9
Corsa,Benzyna,Hatchback,224127,Szary,1400.0,Manualna,Brak danych,90.0,Brak danych,po lewej,20800.0,Zachodniopomorskie,Prywatne,Opel,True,21654.78260869584,10
V40 Cross Country,Diesel,Hatchback,301000,Inny kolor,2000.0,Automatyczna,Polska,120.0,Na przednie koła,po lewej,47000.0,Mazowieckie,Prywatne,Volvo,True,36047.90419161716,8
Tipo,Benzyna,Hatchback,100500,Czarny,1390.0,Manualna,Polska,120.0,Na przednie koła,po lewej,41500.0,Podlaskie,Prywatne,Fiat,True,12035.928143712707,8
F150,Benzyna,Pickup,200000,Czarny,2700.0,Automatyczna,Kanada,329.0,4x4 (dołączany ręcznie),po lewej,137000.0,Śląskie,Prywatne,Ford,False,31496.062992126437,6
Astra,Benzyna,Coupe,232664,Czarny,1400.0,Manualna,Niemcy,90.0,Na przednie koła,po lewej,9600.0,Mazowieckie,Prywatne,Opel,False,16213.519163763169,14
Q7,Benzyna,SUV,238300,Niebieski,2999.0,Automatyczna,Brak danych,300.0,4x4 (dołączany automatycznie),po lewej,47900.0,Dolnośląskie,Prywatne,Audi,False,17850.187265917724,13
Sportage,Diesel,SUV,370000,Srebrny,2000.0,Manualna,Belgia,113.0,Na przednie koła,po lewej,11000.0,Wielkopolskie,Prywatne,Kia,False,18181.818181818264,20
Corsa,Diesel,Hatchback,293000,Srebrny,1300.0,Manualna,Niemcy,90.0,Na przednie koła,po lewej,9900.0,Warmińsko-mazurskie,Prywatne,Opel,True,16887.608069164355,17
Roomster,Benzyna,Kombi,150000,Czarny,1200.0,Manualna,Brak danych,70.0,Brak danych,Brak danych,9990.0,Świętokrzyskie,Prywatne,Skoda,False,8174.386920980967,18
Touareg,Diesel,SUV,264613,Szary,3000.0,Automatyczna,Niemcy,204.0,4x4 (stały),po lewej,69998.0,Opolskie,Prywatne,Volkswagen,True,25566.473429951915,10
X5,Diesel,SUV,190000,Czarny,3000.0,Automatyczna,Wielka Brytania,235.0,4x4 (stały),po prawej,23500.0,Świętokrzyskie,Prywatne,BMW,True,10354.223433242558,18
A4,Diesel,Kombi,345000,Niebieski,2000.0,Manualna,Niemcy,140.0,Na przednie koła,po lewej,12999.0,Dolnośląskie,Prywatne,Audi,True,16953.31695331703,20
Passat,Diesel,Kombi,340000,Szary,1968.0,Automatyczna,Niemcy,140.0,Na przednie koła,Brak danych,16900.0,Dolnośląskie,Prywatne,Volkswagen,False,19596.54178674362,17
307 CC,Benzyna,Kabriolet,168000,Czerwony,2000.0,Manualna,Brak danych,136.0,Na przednie koła,po lewej,10000.0,Łódzkie,Prywatne,Peugeot,True,7868.852459016427,21
Town & Country,LPG,Minivan,216000,Inny kolor,3778.0,Automatyczna,Brak danych,215.0,Na przednie koła,po lewej,7300.0,Lubuskie,Prywatne,Chrysler,True,10614.25061425066,20
ML Klasa,Diesel,SUV,276000,Biały,4000.0,Automatyczna,Brak danych,306.0,Brak danych,po lewej,54000.0,Małopolskie,Prywatne,Mercedes-Benz,True,16880.733944954223,16
A6,Diesel,Kombi,230000,Czarny,2968.0,Automatyczna,Czechy,245.0,4x4 (stały),Brak danych,51500.0,Dolnośląskie,Prywatne,Audi,True,20264.3171806169,11
A4,LPG,Sedan,211000,Srebrny,1791.0,Manualna,Niemcy,190.0,Na przednie koła,po lewej,16000.0,Kujawsko-pomorskie,Prywatne,Audi,True,9440.715883668941,22
206 CC,Benzyna,Kabriolet,214000,Srebrny,1600.0,Manualna,Niemcy,109.0,Na przednie koła,po lewej,5500.0,Dolnośląskie,Prywatne,Peugeot,True,11662.125340599512,18
Insignia,Diesel,Sedan,296000,Biały,2000.0,Manualna,Brak danych,160.0,Na przednie koła,po lewej,16000.0,Śląskie,Prywatne,Opel,True,18103.975535168298,16
Seria 5,Diesel,Kombi,406000,Niebieski,2993.0,Manualna,Polska,197.0,Na tylne koła,po lewej,19900.0,Zachodniopomorskie,Prywatne,BMW,True,23400.5763688762,17
Q5,Diesel,SUV,221500,Czarny,1950.0,Automatyczna,Austria,170.0,4x4 (dołączany automatycznie),po lewej,56000.0,Małopolskie,Prywatne,Audi,True,15435.540069686509,14
Kamiq,Benzyna,Hatchback,180000,Niebieski,999.0,Manualna,Polska,95.0,Na przednie koła,Brak danych,45900.0,Małopolskie,Prywatne,Skoda,True,33644.85981308469,5
Logan,Benzyna,Sedan,105500,Biały,999.0,Manualna,Polska,100.0,Na przednie koła,po lewej,35900.0,Mazowieckie,Prywatne,Dacia,True,24252.8735632189,4
A6,Diesel,Kombi,240000,Biały,2967.0,Automatyczna,Niemcy,324.0,4x4 (stały),po lewej,115000.0,Lubelskie,Prywatne,Audi,False,23188.405797101652,10
City,Benzyna,Sedan,150200,Żółty – Złoty,1339.0,Manualna,Polska,100.0,Brak danych,po lewej,14350.0,Wielkopolskie,Prywatne,Honda,True,9186.544342507696,16
Beetle,Benzyna,Coupe,93000,Szary,2000.0,Automatyczna,Stany Zjednoczone,220.0,Na przednie koła,po lewej,58900.0,Mazowieckie,Prywatne,Volkswagen,True,14645.669291338792,6
Seria 5,LPG,Kombi,289588,Czarny,3000.0,Manualna,Niemcy,217.0,Na tylne koła,po lewej,11900.0,Dolnośląskie,Prywatne,BMW,True,14965.78811369516,19
Touran,Diesel,Hatchback,210000,Brązowy – Beżowy,2000.0,Manualna,Niemcy,140.0,Na przednie koła,po lewej,16900.0,Mazowieckie,Prywatne,Volkswagen,True,11444.141689373353,18
Seria 3,Benzyna,Coupe,181000,Niebieski,3000.0,Manualna,Brak danych,232.0,Na tylne koła,po prawej,29500.0,Łódzkie,Prywatne,BMW,True,7751.605995717375,23
Golf,Diesel,Kombi,248000,Niebieski,1600.0,Manualna,Niemcy,105.0,Na przednie koła,po lewej,21999.0,Pomorskie,Prywatne,Volkswagen,False,18576.779026217355,13
Golf,Benzyna,Coupe,190000,Czarny,2000.0,Manualna,Brak danych,200.0,Na przednie koła,po lewej,17900.0,Łódzkie,Prywatne,Volkswagen,True,9336.60933660938,20
S6,Benzyna,Kombi,285000,Srebrny,5200.0,Automatyczna,Brak danych,435.0,4x4 (stały),po lewej,34700.0,Dolnośląskie,Prywatne,Audi,False,14728.682170542705,19
Octavia,Diesel,Kombi,265000,Srebrny,1900.0,Manualna,Polska,90.0,Na przednie koła,po lewej,4500.0,Dolnośląskie,Prywatne,Skoda,False,11856.823266219288,22
Signum,Diesel,Hatchback,258000,Srebrny,1890.0,Manualna,Brak danych,150.0,Na przednie koła,po lewej,7000.0,Opolskie,Prywatne,Opel,True,13333.333333333396,19
S3,Benzyna,Hatchback,138000,Niebieski,1999.0,Manualna,Francja,426.0,4x4 (dołączany automatycznie),po lewej,49000.0,Wielkopolskie,Prywatne,Audi,False,7131.782945736468,19
A1,Diesel,Hatchback,190000,Czerwony,1600.0,Manualna,Polska,105.0,Brak danych,po lewej,22900.0,Łódzkie,Prywatne,Audi,False,12377.850162866524,15
Leon,Diesel,Hatchback,215200,Szary,1600.0,Manualna,Niemcy,110.0,Na przednie koła,po lewej,34444.0,Kujawsko-pomorskie,Prywatne,Seat,False,20792.270531401147,10
B Klasa,Diesel,Hatchback,119000,Czarny,1991.0,Manualna,Brak danych,109.0,Na przednie koła,Brak danych,16500.0,Wielkopolskie,Prywatne,Mercedes-Benz,True,7752.442996742717,15
Altea XL,Diesel,Minivan,262000,Szary,2000.0,Manualna,Niemcy,170.0,Na przednie koła,po prawej,14999.0,Mazowieckie,Prywatne,Seat,True,15100.8645533142,17
Seria 5,Diesel,Sedan,186778,Biały,2000.0,Automatyczna,Szwecja,190.0,Na tylne koła,po lewej,83000.0,Małopolskie,Prywatne,BMW,True,19976.25668449217,9
Seria 5,Diesel,Sedan,364647,Czarny,1995.0,Manualna,Polska,163.0,Brak danych,po lewej,19500.0,Śląskie,Prywatne,BMW,False,21017.118155619708,17
Auris,Benzyna,Hatchback,214000,Inny kolor,1598.0,Manualna,Niemcy,132.0,Na przednie koła,po lewej,22900.0,Wielkopolskie,Prywatne,Toyota,False,13941.368078175978,15
Seria 1,Benzyna,Hatchback,225000,Szary,1600.0,Manualna,Polska,120.0,Na przednie koła,Brak danych,12000.0,Mazowieckie,Prywatne,BMW,True,12968.299711815629,17
307 SW,Diesel,Kombi,226000,Srebrny,2000.0,Manualna,Niemcy,109.0,Brak danych,Brak danych,2290.0,Dolnośląskie,Firmowe,Peugeot,True,10585.48009367686,21
Pajero,LPG,Terenowy,309000,Zielony,3000.0,Automatyczna,Dania,177.0,4x4 (dołączany ręcznie),po lewej,23500.0,Pomorskie,Prywatne,Mitsubishi,False,12189.34911242608,25
Caravelle,Diesel,Minibus,364000,Czarny,2000.0,Manualna,Polska,140.0,4x4 (dołączany automatycznie),po lewej,59000.0,Małopolskie,Prywatne,Volkswagen,True,27265.91760299644,13
Focus,Benzyna,Hatchback,165000,Inny kolor,999.0,Manualna,Polska,100.0,Na przednie koła,po lewej,25900.0,Śląskie,Prywatne,Ford,True,15942.028985507386,10
Sportage,Benzyna,Hatchback,138000,Brązowy – Beżowy,1998.0,Manualna,Brak danych,166.0,Brak danych,Brak danych,49900.0,Opolskie,Prywatne,Kia,False,12158.590308370141,11
Sorento,Diesel,Terenowy,224000,Czarny,2497.0,Automatyczna,Polska,170.0,4x4 (dołączany ręcznie),po lewej,19800.0,Pomorskie,Firmowe,Kia,True,11576.227390180933,19
i20,LPG,Hatchback,360000,Biały,1200.0,Manualna,Brak danych,86.0,Brak danych,po lewej,4900.0,Podkarpackie,Prywatne,Hyundai,True,23452.768729641833,15
Seria 3,Benzyna,Coupe,325000,Czarny,2000.0,Manualna,Brak danych,150.0,Na tylne koła,Brak danych,28500.0,Śląskie,Prywatne,BMW,True,11073.253833049437,29
Vito,Diesel,Minibus,225000,Niebieski,2148.0,Manualna,Brak danych,109.0,Na tylne koła,po lewej,14800.0,Warmińsko-mazurskie,Prywatne,Mercedes-Benz,True,11056.511056511106,20
Seria 3,Diesel,Sedan,340000,Czarny,2993.0,Automatyczna,Włochy,231.0,4x4 (stały),po lewej,20900.0,Mazowieckie,Prywatne,BMW,False,17571.05943152463,19
Seria 5,Diesel,Kombi,280000,Czarny,2000.0,Automatyczna,Niemcy,184.0,Na przednie koła,po lewej,37900.0,Opolskie,Prywatne,BMW,True,18241.042345276983,15
Golf,Benzyna,Kabriolet,183000,Inny kolor,1800.0,Manualna,Niemcy,90.0,Na przednie koła,Brak danych,10800.0,Dolnośląskie,Prywatne,Volkswagen,True,6691.042047532015,27
Zafira,LPG,Minivan,309000,Inny kolor,1796.0,Manualna,Brak danych,140.0,Na przednie koła,po lewej,6500.0,Małopolskie,Prywatne,Opel,True,15184.275184275251,20
Yaris,Benzyna,Hatchback,130000,Inny kolor,1300.0,Manualna,Polska,100.0,Na przednie koła,po lewej,22000.0,Kujawsko-pomorskie,Prywatne,Toyota,True,9059.23344947741,14
Seria 5,Benzyna,Sedan,221302,Szary,2171.0,Automatyczna,Niemcy,170.0,Brak danych,po lewej,8500.0,Mazowieckie,Prywatne,BMW,True,9088.377823408659,24
ML Klasa,Diesel,SUV,284000,Srebrny,2986.0,Automatyczna,Niemcy,224.0,4x4 (stały),Brak danych,39300.0,Dolnośląskie,Prywatne,Mercedes-Benz,True,14677.002583979398,19
Venga,Benzyna,Hatchback,133304,Inny kolor,1600.0,Manualna,Polska,125.0,Brak danych,Brak danych,44500.0,Lubelskie,Prywatne,Kia,True,20992.755905512113,6
Seria 3,Diesel,Kombi,310038,Czarny,2000.0,Manualna,Polska,143.0,Na tylne koła,po lewej,15500.0,Łódzkie,Prywatne,BMW,True,17869.625360230642,17
Seria 3,Diesel,Kombi,392000,Czarny,1995.0,Manualna,Brak danych,90.0,Na tylne koła,po lewej,14490.0,Śląskie,Firmowe,BMW,False,21362.397820163595,18
Juke,Benzyna,SUV,72000,Czarny,1598.0,Automatyczna,Polska,116.0,Brak danych,po lewej,53600.0,Wielkopolskie,Prywatne,Nissan,True,8622.754491018059,8
C4 Picasso,Diesel,Minivan,215000,Niebieski,1560.0,Automatyczna,Polska,109.0,Na przednie koła,po lewej,7200.0,Lubelskie,Prywatne,Citroen,False,11716.621253406052,18
C-MAX,Diesel,Minivan,300000,Szary,2000.0,Manualna,Polska,136.0,Na przednie koła,po lewej,7400.0,Podlaskie,Prywatne,Ford,False,14742.014742014808,20
Seria 3,Diesel,Kombi,343000,Srebrny,1995.0,Manualna,Brak danych,100.0,Na tylne koła,po lewej,6490.0,Śląskie,Firmowe,BMW,False,14086.242299794714,24
Focus,Benzyna,Kombi,158000,Srebrny,2000.0,Manualna,Szwajcaria,145.0,Na przednie koła,po lewej,20200.0,Małopolskie,Prywatne,Ford,True,10293.159609120583,15
Pozostałe Toyota,LPG,Pickup,115000,Inny kolor,4608.0,Automatyczna,Stany Zjednoczone,310.0,4x4 (dołączany ręcznie),po prawej,120900.0,Łódzkie,Firmowe,Toyota,False,10132.15859030845,11
Musa,Diesel,Hatchback,238000,Inny kolor,1900.0,Manualna,Brak danych,100.0,Na przednie koła,po lewej,7900.0,Łódzkie,Prywatne,Lancia,False,12970.027247956468,18
